question,intent,source,id
back assign DOI to extant dataset - Would it be possible for researchers back-assign a DOI to an existing dataset they have rights to - where there is no permission to share it,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),1010
Should I be careful who I share my unpublished results with?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),14145
Should I include details about extracurricular art projects on a grad program application?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),10112
What should I do if I have published a paper that I did not write?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),5298
"How serious should I regard the ""compliments"" in an email denying my application?",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),29737
"US equivalents of Russian academic titles - I am looking for US equivalents of Russian academic titles, such as &quot;Kandidat Nauk&quot; and &quot;Doctor Nauk&quot;. I've done my rese",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),22698
Are physics conference abstracts ever screened?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),27222
Is it ethical to invite a student to apply for a job through my spouse?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),17415
"Short reference on writing numbers and units - What's a quick and useful reference, either in print or online, for writing numbers and reporting measurements in scientific texts? Somethin",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),3856
Why should a paper be reviewed by more than ten reviewers?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),4424
How often should one evaluate a plan for an academic career?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),8213
Can you get a tenure-track position in philosophy with a J.D.?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),33725
can I take parts from my thesis (different language) to be used in a paper without paraphrasing?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),13478
What are the differences between viXra.org and arXiv.org?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),8566
Graduation letter vs certificate - Someone graduated from a university few months ago. She asked for certificate but university staff informed that it will take around 9 month,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),23784
How to inform conference organizers about your legal name,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),32074
Is arXiv a good path for very young researchers?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),19802
How to deal with student with low self-awareness about health condition?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),20238
IRB-questionable research from places that does not require IRB process: How publishable/contributing?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),28557
What are the disadvantages and advantages for a senior graduate student to restart after 6 years' study?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),34283
What if your reviewer told you need to cite author A and Author A is you?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),33833
"As an American, if I get a Master of Modern Languages in Italy, how hard would it be to get into an American PhD program?",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),15462
Is it possible to complete a PhD in CS in 3 years?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),1500
Can I write my whole SOP about machine learning for graduate school admissions?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),9053
"Decision after first round of peer review - I submitted an article, after the first round of peer review, i received a letter from the editor saying ""Your paper should become acceptabl",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),23900
Is it possible to get a PhD position in the USA without applying to a PhD program?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),16420
How to self-advocate after rotation rejection?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),11400
Should I retake a course for an easy A or focus on research?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),33030
I determined a parameter for an experiment – shall I ask for authorship?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),26199
Difference between conference paper and journal paper,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),31758
Do US REU programs sponsor the student visas (J1 or F1) for international candidates?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),2174
Is it okay to revise the research proposal to a writing sample,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),22114
Is there a shortage of accounting professors?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),6892
Can you send a university a protected PDF of undergraduate transcripts for graduate applications?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),19960
"How can one's career as a reviewer be ended? - In this forum, I am reading this great question (What is required of a mathematics referee?) by a user with the name mathprofessor. There is",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),32990
"Why do faculty use the software ""Blackboard""?",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),24004
